datePublished,ratingValue,travellerType,queueTime,terminalCleanliness,terminalSeating,terminalSign,foodBeverage,airportShopping,wifiConnectivity,airportStaff,commentHeader,tripVerified,reviewContent,sentiment,AIRPORT_CODE
2021-08-02,0.2,Couple Leisure,3.0,1.0,1.0,3.0,2.0,,3.0,2.0,One of dirtiest Airports I have ever seen,False,  One of dirtiest Airports I have ever seen. It looks like it's been weeks since the last time it was vacuumed. Restrooms are dirty. Dirty seats. The restaurant we ate in had torn seats. The Delta customer service we talked to looked annoyed that we were there. No charging stations in a lot of seats.,-1,ATL
2021-08-01,0.3,Couple Leisure,1.0,2.0,2.0,3.0,1.0,,,1.0,TSA was chaotic,False,"  Flying back into the United States on Delta, I had 95 minutes to catch my connecting flight. US Customs ran efficiently, but TSA was chaotic. Needless to say, I missed my flight by 5 minutes.",-1,ATL
2021-07-26,0.4,Solo Leisure,1.0,3.0,,2.0,0.0,,,,This airport is badly designed,True," This is probably the worst airport I have been through. And I once worked at JFK with its many terminals. I had to transit through this airport from Costa Rica to catch a domestic flight to JFK NYC. There are no restrooms in the immediate area. The plane I came off had one aisle. And the flight attendants spent a good deal of time using the aisle to serve snacks. So it's not always convenient to use the restroom on the aircraft. Common sense you would think they would place restrooms near where the gate is where we got off the plane. Then it's not like you can just walk to the CBP area. We had to stand there for as much as 15 minutes and more at least twice before being allowed to proceed to the long line to present our passports. Walking from the gate to the CBP seems like 1/4 of a mile. There were hundreds of people on the line. There is a restroom in that area but with such a long line and a connecting flight less than two hours of my arrival I did not want to chance using it then getting on line. The saving grace was that the customs officer did not take long with my passport. He basically looked at my photo, asked me to remove my mask then asked me if I am who it says I am. Then I was on my way. It took over one hour to exit the CBP line. Someone took my luggage and put it on the belt to be sent to my JFK NYC flight. As soon as we walked out of that area we all had to go through security as if we had just walked off the street. I overheard one of the TSA agents telling someone that until you reach age 75 you have to remove your shoes. Well around where I live I see people who could barely get on the bus without the driver lowering the stairs. And many of these people are not even 50 years old. After going through security I checked the board but could not find my flight listed. I asked a lady at information desk. She told me I had to take the shuttle train on the right hand side one stop to area E. And go to E11. I went to E11. No such flight. I went to the Delta counter I saw when I came to area E. The lady told me I had to go to E 31 and the flight is about to leave so I had to hurry. I was the last person to get on the plane when I heard them say they were about to close the door. A gate agent came with me. She said there was no more room for my carry-on so I had to check it but not before I removed my laptop and camera which most likely would be stolen. My advice is avoid this airport if you're connecting from an international flight. Connecting domestic to international was not an issue when I was leaving. Unless you got four hours between international arrival and your departure connection don't risk it. And putting a restroom all the way in the customs area serves no purpose because most people need to use the restroom as soon as they exit the plane. This airport is badly designed. When I was leaving for Costa Rica I arrived after 8 am on a weekday morning and none of the restaurants were open. Not even a place to serve coffee. It's as if the airport was designed for the convenience of airport staff and not its passengers!",-1,ATL
2021-07-16,0.1,Couple Leisure,2.0,2.0,2.0,2.0,1.0,1.0,,1.0,no places to eat,True, Flight was delayed an 1-1/2 hrs. That wasn’t too bad of an issue. The issue was no places to eat. The few places that were open had line 30-40 people deep. At 10.40 am there was a place that made breakfast wraps but they weren’t open until 11.00 am?? But yet there was a pizza place that was open. Makes no sense. Literally in the concourse we were in there were only 4 out of 15 restaurants open and ready to serve at 10:40. The food service options are not worth a hoot.,-1,ATL
2021-07-13,0.1,Family Leisure,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,Bathrooms were awful!,False,  Nasty airport. Everything closed. Arrived in at 1 am and nothing open and even vending machines empty. Bathrooms were awful! Waiting areas were nasty. No places to eat open but a few and 50 deep in line. Worse airport ever! Workers for Delta were nice but told us wrong information .,-1,ATL
2021-07-01,0.1,Business,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,I don't think it could be any worse,True,"  I don't think it could be any worse. Restrooms were disgusting (every stall was unflushed/dirty), 1/3 of the restaurants/snack providers closed, long lines to get into the ones that are open, 10 deep line to check out at a magazine/candy store, wifi doesn't work at all, NONE of the plugs at the seats work, about 1/2 of the ones on the walls work and the tram to get to/from the main area was so crowded you couldn't breathe. I got off ASAP and walked from C to baggage. I fly regularly for work. This is the worst I have experienced. It has not always been this bad.",-1,ATL
2021-06-10,0.1,Family Leisure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,never fly out of this airport again,False,"  My husband and I are both senior citizens, My husband is significantly disabled and was in a wheel chair, unable to stand without help. We have only flown about 2 times in the last 10 years. The TSA agents just kept yelling at us. I asked them what to do and they just kept screaming the same things over and over, then stated ""its been this way for 90 years, whats wrong with you"" I was not familiar with removing my ipad from the case, they just stood there and screamed. They wouldnt let anyone help my husband stand up they just kept screaming at us. I have never been treated so badly, the TSA agents were like a wild band of gangsters. I will never fly out of this  airport again.",-1,ATL
2021-06-10,0.1,Business,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,Atlanta Airport is a mess,True,"  There are signs everywhere “we are open”. Three weeks ago there were NO restaurants OIE. On terminal F on departure. On return today there were no restaurants except Burger King open in the terminal so I did t have anything to eat waiting on shuttle to Athens z, Ga. also, I arrived in International. Immigration and customs took 2 minutes. Luggage more Than 45. Waiting for the shuttle to the domestic terminal made me miss shuttle to Athens. And there were 45 people waiting for about 20 seats. I have no idea what the others did. They were told a shuttle would come again in a half hour. The Atlanta Airport is a mess. All international airports I went through on my travel were operational and efficient. Atlanta airport sucks. Maybe it should be taken over by the state. Avoid it if you can.",-1,ATL
2021-06-07,0.1,Solo Leisure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,No one wants to help,False,"  Worst airport on the planet. Terrible to try to figure out where you are going. No one wants to help. Not ready for the volume. Bad planning, bad staff. Restaurants closed while people stand in line for hours. Tell the mayor of ATL to call Fl if she has any questions about how to reopen.",-1,ATL
2021-06-07,0.1,Business,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,not at all equipped to handle volume,False,"  Airport not at all equipped to handle volume. Absurd lines at all [open] restaurants, not enough seating at terminals, overall a total failure. Embarrassing.",-1,ATL
2021-06-06,0.1,Couple Leisure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,food places everywhere and every single one is closed,False,  This airport is a joke. There are food places everywhere and every single one is closed. Get your act together! All of your restaurants close between 5 and 6pm. Do you people not eat dinner here?,-1,ATL
2021-05-21,0.2,Business,3.0,3.0,3.0,4.0,1.0,3.0,1.0,4.0,there are 8 restaurants in the food court and only 1 is open,True," I travel through this airport a minimum of 4-times a month. On my return trips I typically arrive around 6.30 to 6.45 pm. Almost all restaurants are closed. It's the strangest thing. This is not an occasional situation. It's every evening visit. Who is managing this airport? Why is this the case? After talking to employees at the information center, I've found out the restaurants close at 4:00 +/-. Now there's a couple of the larger restaurants open like TGI Fridays open, but most people w/ connectors don't have that much time. Currently, I'm in E terminal and there are 8 restaurants in the food court and only 1 is open [McDonald's]. Now there like a 100 people in line so that's not an option. All but (2) of the he convenience stores are closed and those have huge lines. The restaurant services should be for the peoples convenience and not the restaurant's convenience. Why hasn't the management observed this and made adjustments? I don't think they should stay open all night, but this is a little ridiculous. I'm sure they will blame this on COVID, but this has been going on long before COVID (I've been traveling through here for years). My guess it has a little to do with the controlling power of the political power of the mayor and her cronies.",-1,ATL
2021-05-09,0.1,Couple Leisure,1.0,2.0,,2.0,0.0,,,1.0,TSA is an absolute joke,False,  Arrived at the airport more than 2 hours early and the flight had to be held so my wife and I could sprint through the airport to make out flight. This is because TSA is an absolute joke. It took more than 2 hours to get through the line with is absolutely unacceptable. I have flown into countless airports domestically and internationally and never had such an awful experience. I absolutely will never fly into or out of this airport again and I strongly suggest that no one else does either. I will gladly pay more money to fly in and out of a smaller airport. Atlanta’s international airport’s TSA division needs a total overhaul if they ever want to give individuals a positive flying experience.,-1,ATL
2021-05-09,0.3,Solo Leisure,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,the most unorganized airport I’ve ever been to,False,"  This is the most unorganized airport I’ve ever been to. They had us going every which way, but the right way. It all started getting off an international flight where we had to walk half way across the airport. Then after going through the gauntlet of passport control then I stepped in a room of mass hysteria to get my luggage, then drop it off. Then I was directed to go upstairs to check in for my connecting flight, only to be told they don’t have TSA precheck. After going through the security check then I had to go back downstairs to catch a train to go to my terminal which was filthy. The only light to this was the handsome CBP security officer who stopped to check my passport. He was the highlight of me coming back from Puerto Vallarta! This airport needs to do better. It was a complete disaster!",-1,ATL
2021-05-02,0.2,Solo Leisure,3.0,2.0,3.0,5.0,3.0,3.0,,1.0,TSA security/staff are extremely rude and unprofessional,False,"  The TSA security/staff are extremely rude and unprofessional. Need better training or need to find a new place of employment. We are already viewed as ride and ghetto, very embarrassing.",-1,ATL
2021-04-10,0.2,Solo Leisure,2.0,2.0,1.0,1.0,1.0,,3.0,1.0,it is appalling,False,"  This airport wins the prize for the world's most expensive yet disgusting airport food and the unfriendliest food court staff. It was my first ever transit/visit via US, so I cannot compare to other US cities. However, having traveled a lot for over 20 years, it is appalling. There is hardly anything to eat, other than McDonald's at Terminal D, so I had to go to Terminal A. Well, the prices are mad, you pay 5.99+tax for a cup of coffee and 10.99+tax for a chicken salad. I asked them for any oil or sour cream or anything for my salad but they only have mayonnaise or mustard or ranch sauce. They DO NOT understand the concept of food allergies. If you have any kind of allergy or intolerance, do not go to this airport. Other notes - very crowded and noisy, you cannot get anywhere to rest quietly. I am giving it 2 rather than 1 because it's relatively clean. Avoid at any length of you can!",-1,ATL
2021-04-09,0.2,Couple Leisure,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,It is not okay to bark at people in a disrespectful manner,False,"  The TSA agents in the North Terminal are beyond rude and need to be trained to deal with the public more appropriately. For some reason, they use their jobs as an excuse to abuse any power they think they may have and make you feel like an idiot. It is not okay to bark at people in a disrespectful manner. The screener at The North Terminal that just stands there and motions for you to go in yelled at me for putting my boarding pass in my back pocket (which I have done 100% of the time on my many travels with not one issue). If this is a problem for him, he needs to learn to ask nicely, I am not below him in any capacity and will not be treated this way. Atlanta: Get your employees in line!",-1,ATL
2021-03-29,0.4,Solo Leisure,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,How very unprofessional!,False,"  The maintenance woman decided it would be best to blow the pollen from the street where people were standing waiting for the international shuttle! One lady was on the curb and got a whole yellow cloud to the face, and the little girl working at the shuttle post was doused in pollen and debris from the road! Everything on the sidewalk was covered in pollen and leaves, etc.. and the girl working there had to go get the lady and ask her to reblow it all back off of the sidewalk! She then had to rewipe everything at her station. How very unprofessional! Can this not be a task that's completed earlier in the morning when less people are on the curbs?",-1,ATL
2021-03-28,0.2,Business,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,Looks like ATL is working on being the new LaGuardia,False,"  Looks like ATL is working on being the new LaGuardia. I counted two outlets that worked in D terminal for everyone to charge their phones. They have removed all books from the gift shops that are open. Food vendors that are open were rude. Bathrooms were dirty even when there was an attendant in them. Areas felt like the AC wasn’t working. While they have blocked seats in the hold areas, it’s just resulted in loads of people standing in the isle. ATL was always “decent” to fly through. But the decent apparently doesn’t apply during a pandemic.",-1,ATL
2021-03-21,0.2,Business,2.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,TSA at Hartsfield Jackson Airport is as rude as ever,False,"  Haven’t traveled in a year, but TSA at Hartsfield Jackson Airport is as rude as ever. They treat you like you are a complete idiot who is deliberately annoying them. They make up the rules as they go along, and shout out orders to befuddled travelers. If you fail to understand their mumbling, or the process known only to them, they treat you like a criminal. I have TSA pre-clearance, but conveniently they had shut down the TSA Line and wordlessly passed me a card. I was supposed to have held onto it until I went through the scanner myself. What would be so hard about posting the process on a whiteboard for all of us to read. By the way, my job is training workers at large corporations. If you tell people what you want them to do, they will do it.",-1,ATL
2021-03-18,0.4,Solo Leisure,4.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,Extremely limited spots to recharge electronics,True," Extremely limited spots to recharge electronics. Worse - many seat sections 'look' like they have outlets under the seats to recharge - but then the power to the seats is not on! Literally - all through the length of Terminal D there are dozens of pre-fab seats, and the cord that would normally attach to a wall outlet is just sitting there, unattached, lying on the floor. So - the many outlets placed under the seats are rendered useless. C’mon Atlanta. We travelers don’t ask for much. A couple of food options, a place to sit, and a place to recharge our phones. It’s how we use our time - by doing work on our laptops, staying in touch with loved ones as we travel, and entertaining ourselves with what for many is a few moments to ourselves. We even bring our own equipment - we just need access to outlets. I think we pay a tax to travel through - right? Please fix this big oversight. (Shout out to the sections between terminals, if one chooses to walk. Beautiful and informative displays! But - hard to remember when I couldn’t charge my phone).",-1,ATL
2021-02-10,0.3,Solo Leisure,3.0,3.0,,5.0,0.0,,5.0,1.0,This behavior is unprofessional,False,"  Airport employees have absolutely no respect for travelers. They sit in the gate areas with their cell phones on loud volume playing inappropriate music and videos as if the travelers are not customers. I sat and watched an employee approach Gate D3 where there were restless travelers who looked to be exhausted. The employee sat directly behind them and commenced on playing loud videos that included abrasive language and music. I was totally shocked! Shortly thereafter, another employee with a ABM uniform (Who had just finished cleaning the DS4-2-E1) Women's Bathroom who worked for housekeeping found her way over with a bag of chips and a sprite to have a lengthy conversation on her cellphone on loud speaker. After she got off the phone she had the audacity to burp out loud! Disgusting! Low and behold as I look up and ahead there is another employee with a PrimeFlight uniform on pushing a empty wheelchair eating yet another bag of snacks! All of this activity took place between 9am and 10am. This behavior is unprofessional. No wonder people look at us as ignorant unprofessional selfish individuals. I am sometimes ashamed of my own people.",-1,ATL
2021-02-10,0.1,Business,5.0,2.0,3.0,5.0,3.0,,,1.0,can you all really afford to allow this behavior?,False,"  I travel for business through Atlanta fairly frequently. I traveled today and in perfect ATL form I had the absolute misfortune of dealing with the rudest person at the security check point. I’d like to tell you this is the first time, but it’s not. Why are these airport workers so disgustingly rude? Why is everyone ok with this? There are plenty of other busy airports that have respectful employees. When travel has declined so much due to COVID can you all really afford to allow this behavior? These employees take advantage of travelers just because! I’m sure this review, like the others, will fall on deaf ears, just look at all your current reviews-shameful!",-1,ATL
2021-02-02,0.2,Couple Leisure,3.0,2.0,1.0,4.0,1.0,1.0,3.0,5.0,approached for money whenever we pass through,False,  The number of homeless persons in the airport terminals are growing each time I travel through this airport. My wife and I are approached for money whenever we pass through. I am wondering if this is part of the customer experience that the airport strives to achieve.,-1,ATL
2021-01-06,0.6,Solo Leisure,4.0,3.0,4.0,3.0,4.0,2.0,,3.0,could save a lot of money by ditching the monitors,False,"  I detest CNN, sadly one has no choice but to be bombarded by this former news channel turned propaganda outlet. Being stuck in ATL for for hours provides an unpleasant reminder of why I abandoned the main stream media. ATL could save a lot of money by ditching the monitors, and letting the passengers interact with the smart phones we brought with us in peace.",-1,ATL
2020-12-15,0.2,Couple Leisure,2.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,It took 20 minutes to be in line,False,  Terminal E at 9 am only had Caribou Coffee open in the food court with minimal people working. It took 20 minutes to be in line to get waited on. What's up with that?,-1,ATL
2020-12-14,0.2,Family Leisure,2.0,2.0,3.0,3.0,0.0,1.0,,1.0,They need motivation and structure,False,"  Worst customer service experience ever. Employees were hateful, rude, no patience, and not the least bit helpful. They need motivation and structure. Everyone of them looked like they hated their job.",-1,ATL
2020-12-09,0.1,Business,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Terrible airport to say the least,False,"  I travel often on business and was horrified at the behavior of TSA at the security checkpoint today. I left food in my suitcase in error and what they put me through was horrible. The screaming in your face during Covid, lack of social distancing at all. The women TSA agents were the worst. The level they got to in their voices and body movements was terrifying and abusive. Terrible airport to say the least. The TSA needs to be investigated for abuse of power.",-1,ATL
2020-11-08,0.1,Couple Leisure,2.0,3.0,1.0,2.0,2.0,,,1.0,no one is policing the masks requirements!,False,"  Atlanta needs people to feel safe and fly to bring revenue to the city and airport. We will not be flying because no one is policing the masks requirements! Airlines can only police in their aircrafts. I saw several w/o masks in the train and many more at the boarding gate. They would sit with their backs to the gate agents (who do not have any power, except on their planes)! I saw many of the gate cargo workers from DGS at the food court, with no masks sitting talking on their phones. The Chiropractor on concourse A didn't even have a mask on and when I asked her where was her mask, she cut me a look! So many people, if they had a mask, had it below their nose. Atlanta Hartsfield has failed again. We will not be flying any more. A sign on the entrance door requiring a mask is not working.",-1,ATL
2020-10-17,0.1,Family Leisure,5.0,3.0,5.0,5.0,1.0,,,1.0,unprofessional and down right rude behaviors and attitudes,True," It is unfortunate that people have to experience unprofessional and down right rude behaviors and attitudes when purchasing products. My husband and I decided to grab lunch from Subway in terminal T today while waiting for our plane to board. The two ladies working behind the counter (both making our sandwiches as well as the cashier) were unbelievably rude. We could have purchased our lunches from another establishment, but decided on Subway. These ladies weren’t doing us any favors, they acted as if we were bothering them. Excuse me! Never again will I purchase anything from this establishment while traveling through the Atlanta airport. In addition, almost all the employees at this airport are rude! If you do not like your job then quit! Nobody is paying for my travels nor is it free. At the very least, be courteous. If we weren’t traveling you wouldn’t even have the option to have your job. All flights staff have been kind and courteous, if only the employees in the airport would follow their lead.",-1,ATL
2020-09-08,1.0,Business,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,this place is immaculate,True," I am so proud of Atlanta Hartsfield! I don’t know if it’s the entire airport or just the Delta Terminal but this place is immaculate! The ladies room was super bright, clean and totally automated! My processing through check-in was seamless! So proud to say this is my hometown airport! Great job!",1,ATL
2020-08-20,0.1,Family Leisure,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,Rudest employees I’ve ever encountered,True, Rudest employees I’ve ever encountered! This was less than 30 min here. I will never visit this airport again. Judging by the reviews this happens to be their norm!,-1,ATL
2020-06-10,0.1,Business,1.0,1.0,1.0,2.0,3.0,4.0,,1.0,Queuing is awful with unfriendly staff,False,  I was exchanging here. Queuing is awful with unfriendly staff. Delta is good but not their hub. I am never going again and you shouldn't.,-1,ATL
2020-04-06,0.1,Couple Leisure,1.0,1.0,1.0,1.0,0.0,,,1.0,Extremely rude and unhelpful workers,False,"  Extremely rude and unhelpful workers. My parents speak limited English, however written instructions as well as verbal information was given but everyone they came in contact with in reference to getting from the international terminal to domestic were rude. They actually came on a repatriation Flight due to a lockdown in India because of covid-19 through the US government and this airport was the only place it ended from Mumbai. I was hoping to avoid this airport for them but due to the circumstances I couldn’t. Sadly, even our beloved Southwest Airlines counter agent who was checking them into their Chicago flight was not nice to them. My exhausted parents eventually made it to Chicago but unfortunately I was compelled to write an honest review of their experience. I hope that during training or pep talks everyone is reminded that kindness doesn’t cost anything. Hopefully if we learn anything from this pandemic it’ll be compassion.",-1,ATL
2020-03-06,0.3,Business,1.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,never seen the line as long,False," I’ve been TSA precheck for near a decade and Clear precheck over 2 years and I have never seen the line as long as it is today. First, it started just before South terminal baggage claim by doors S3, winds along the right side of the hall to the south terminal then crosses the hall and winds back up the left side to the entry door of Clear. Then the shared hall with regular TSA Lines. Looks like at least one of the Clear machines is broken. But the TSA lines and regular Clear lines look to be as long or longer. What gives? I almost wonder if general boarding is shorter. It took us over 35 minutes and the line is much much longer now than it was 30 minutes ago.",-1,ATL
2020-02-09,0.1,Business,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,will never fly through ATL,False," This is the reason why I am cutting out traveling by punishing me to traverse the entire airport to the entrance to have a cigarette or a vape hit. Making me now have to leave security. It is my right to have a place too. The non-smokers and health conscience individuals I am by no means stating you have to be around my smoke just like I don't want to drink your juice or eat your vegetable burger. I, as a conscientious smoker, try to remember that everyone has a right but now you are removing my right as an American to enjoy what I enjoy. I will never fly through ATL and will advise any other smokers to avoid it like the plague since we don't matter either now. I would give this airport a minus number but they are biased against that as well.",-1,ATL
2020-01-28,0.1,Business,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,The worst TSA ever!,True,  The worst TSA ever! Waited 45 minutes to clear security despite TSA pre and Clear. The website wait times are never updated and routinely state wait times that are 30 minutes shorter than reality. I travel across the world and am diamond with Delta. ATL has the longest wait times in security in the USA.,-1,ATL
2020-01-25,0.1,Family Leisure,1.0,3.0,,2.0,0.0,,3.0,2.0,I’ll never transit through the US again,False,"  I have never stood in such a long security line in my life in all countries I have been to, including many third world ones. Only two lines for non us citizens on a busy Saturday afternoon. I’ll never transit through the US again!",-1,ATL
2020-01-25,0.1,Couple Leisure,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,smoking rooms are gone,True, Was very disappointed to find out the smoking rooms are gone! That was the entire reason I always chose this airport! I will not do so anymore! What is the point of removing the smoking rooms? It’s not going to help or make anyone quit smoking - it’s only going to increase the number of angry passengers. Before at least you could chill out with a smoke before your flight and/or get a smoke in between flights - helped with the mental stress of flying! Not having that break in between made my travel day horrible! And the rooms were not bothering non-smoking people nor polluting the air around them - non-smokers never had to go anywhere in those rooms if they didn’t want to so that would not be a good reason to remove them either! I really don’t understand it. I won’t be returning to Atlanta airport.,-1,ATL
2020-01-22,0.1,Family Leisure,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,airport is a nightmare,False,"  Can I give this place a zero? Honestly this airport is a nightmare. We had a 5 hour layover, which is approximately 5 and half hours longer than I would like in hindsight. The rudeness of everyone who works here is unreal. Being my first time in Atlanta, and the South being renowned for genteel manners and politeness I put on my best manners and did my very best not to be just another horrid Yankee. Workers were rude to me, my wife, my 9 year old ... I think they would've verbally abused my luggage if I wasn't in transit.",-1,ATL
2020-01-18,0.1,Business,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,Every experience at this airport is miserable,False,"  
I travel about once a month. Most of my destinations are flying through Atlanta airport. Every single time I've encountered the most extreme rude behavior from staff at this airport. Delta customer service in Atlanta - horribly rude. Fast food workers on the tram - rude, discussing buying guns at obnoxious loudness, laying feet up so disabled and elderly can't sit down, etc.. This time I was in Savannah's candy kitchen and a girl came out from the back room and ran directly into me because apparently I was in her way of trying to leave work. I was standing in line trying to buy something. Every experience at this airport is miserable. I'll take the longer way next time.",-1,ATL
2020-01-17,0.2,Business,1.0,3.0,1.0,1.0,2.0,,,1.0,airport outgrew itself a while ago,True," That airport outgrew itself a while ago and it is a mess. I sometime feel less cramped at New York Grand Central at Peak hours. Among the worst is going through security! There was a failed attempt to innovate screening with the worst luggage pre-scan staging invented by a 3-year old that obviously did not have any idea what he was doing. Then there is the useless Clear which ends up being slower than regular TSA-Pre most of the time. Finally there is that weird attempt to reduce TSA-Pre load by randomly picking people in the line to give them a privileged queue which is annoying everybody else that will be left in there for another 10 or 15 mins. After Security there is really nothing to make you forget the bad start, it is an average or bad experience at best, specifically if you want to sit quietly and even worse if you think about working.",-1,ATL
2020-01-07,1.0,Family Leisure,5.0,4.0,4.0,3.0,4.0,,,5.0,got treated very well,False,"  Very sorry to read other people had a bad time. I am a wheelchair user, and got treated very well going through Atlanta. There was a priority line at passport control for disabled people. People at security were polite and considerate. The young man assigned to push my wheelchair was lovely. Food was mostly good. Concourse D had a good selection. I had a horrible experience at Dulles (Washington, DC) spring 2019, and found Atlanta to be just the opposite.",1,ATL
2020-01-06,0.1,Couple Leisure,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,staff were rude and unhelpful,True," The queue for immigration at this airport is ridiculous, over 2 and a half hours, staff were rude and unhelpful, we told 3 airport staff we had a connecting flight but we were told to just 'wait in line' they deliberately let us miss our connecting flights, they didn’t care they were not interested at all. Other passengers were letting us go in front of them but we had no chance, it was impossible. All they had to do was let us go to the front of the line, what was even more frustrating was we had to catch a cruise ship the next day. Immigration say sort it out with your airline, absolutely disgusting I would avoid this airport never have I come across so bad manners. No customer Service at all.",-1,ATL
2020-01-02,0.2,Solo Leisure,1.0,4.0,,5.0,3.0,,,1.0,doesn't give a very good impression,False," Passed through Atlanta each way on a 12-day trip to Belize. On each occasion, the immigration queues were well over 1 hour, and on the return trip after 1hr 20 mins, I had to ask people if I could jump the queue as I was in danger of missing my connecting flight to the UK. At least half the booths were unused. Asked a member of staff if she could help but she just said: ""you'll just have to wait in line"". I thanked her for her help. Perhaps they weren't expecting a large number of people arriving all at once? Is this an example of American efficiency? It doesn't give a very good impression to anyone travelling through!",-1,ATL
2019-12-26,0.2,Business,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,it is worse than they say,False,  Everything said is true except it is worse than they say. And now no Mobile Passport Control. Although it was horrible when they did have it. Rudest customer service and TSA people in any airport I have been to. And I go thru ATL slot. Always bad. This gives a really bad image for Atlanta.,-1,ATL
2019-12-19,0.1,Family Leisure,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,lines were extremely long,True,  The lines were extremely long. The TSA staff did not communicate well with others. They were extremely rude.,-1,ATL
2019-12-03,0.1,Business,1.0,1.0,1.0,2.0,2.0,,4.0,1.0,Long lines. Rude TSA,True," Long lines. Rude TSA and Clear Personnel. Too loud, shouting on a Monday morning. The lines for TSA was too long. Almost missed my flight. Can't they be more polite",-1,ATL
2019-12-02,0.4,Solo Leisure,2.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,Workers are more than rude,True," Workers in this airport are more than rude. When trying to find TSA Precheck, representatives refused to answer a question and over talked me not allowing me to show them I was TSA precheck therefore not needing general boarding. I don’t understand what has happened to customer service in Atlanta Airport. Please check your workers. If they would get off their phones and stop having personal conversations with each other and smile and assist customers it would make all the difference.",-1,ATL
2019-11-28,0.1,Solo Leisure,5.0,5.0,5.0,5.0,5.0,,5.0,1.0,"short, rude and condescending",True," I found upon arrival as I went through security, TSA workers were short, rude and condescending. They seem to dislike the job and made you feel as though you are bothering them. Very different at Chicago airport.",-1,ATL
2019-11-27,0.1,Couple Leisure,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,a huge queue and very few staff on duty,True," We had to connect through Atlanta on a flight from London Heathrow to Orlando. We had enough time for the connection and as the plane landed slightly early there should have been no problem. When we got to Passport and Immigration control there was a huge queue and very few staff on duty. We waited well over an hour in this line before we were allowed to go through. Then to our horror we found that we had to go through security again even though we had been through security at Heathrow and had not left the airport. Going through the channel for connecting flights should have made things easier but the staff seemed to not be aware or didn’t care that people had other flights to get to. The security channel was chaos - there was no proper line, it was totally disorganised and the staff were surly and unhelpful. Lots of people were in danger of missing their flights but they just didn’t care! They seemed to take pleasure in working as slowly as they could. We had to run to our departure gate but it had been closed and even though it hadn’t left we couldn’t board. We weren’t the only people to miss that flight and we met lots of people who had also missed their connections because of this incompetence. As we couldn’t get another flight till the next day we had to pay for overnight accommodation. I would never travel through this dreadful airport again.",-1,ATL
2019-11-19,0.1,Family Leisure,2.0,2.0,2.0,2.0,4.0,3.0,,1.0,Never been treated so badly in my life,False,"  Never been treated so badly in my life. The employees at ATL airport especially TSA are so rude and disrespectful and need to be retrained in customer service and social skills. The reps are calling people stupid and actually using that term. After literally being screamed at I had to interject when a rep screamed at my daughter. I refuse to allow anyone to disrespect me and my family, this is the second time I had to fly out of this airport and will be the last. She and her colleagues upset me so much, I believe they use their positions to be very controlling. It was a total embarrassment but I’m not a child and will not be treated like one. After going off on the TSA rep telling her she don’t have to talk to people in that way She advised me “if I didn’t like the way it was, to go elsewhere, and let her move before she got snappy”. I wish I would have gotten all their names.",-1,ATL
2019-10-29,0.5,Solo Leisure,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,No luggage storage lockers,False,"  No luggage storage lockers in the world’s busiest airport! Hard to believe, but it’s true! If you have a long layover and don’t want to carry around any luggage, you will have to at this airport!",-1,ATL
2019-10-21,0.2,Couple Leisure,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,Not disabled friendly,True,  Not disabled friendly. I am deaf. Train doesn't announce when leaving or opening doors for the deaf. No lights to know when to get off or get on. Deaf lives matter,1,ATL
